Smiles	ID	ID_1	origSmiles_1	rdk.fr_C_O_noCOO	rdk.Chi4v	rdk.fr_Ar_COO	rdk.fr_SH	rdk.Chi4n	rdk.SMR_VSA10	rdk.fr_para_hydroxylation	rdk.fr_barbitur	rdk.fr_halogen	rdk.fr_dihydropyridine	rdk.fr_priamide	rdk.fr_Al_COO	rdk.fr_guanido	rdk.fr_furan	rdk.fr_morpholine	rdk.fr_nitroso	rdk.fr_COO2	rdk.fr_amidine	rdk.SMR_VSA7	rdk.fr_benzodiazepine	rdk.fr_Imine	rdk.MolWt	rdk.fr_hdrzine	rdk.fr_urea	rdk.fr_Ar_NH	rdk.fr_quatN	rdk.fr_phos_ester	rdk.fr_benzene	rdk.fr_phos_acid	rdk.fr_sulfone	rdk.VSA_EState10	rdk.fr_aniline	rdk.fr_N_O	rdk.fr_sulfonamd	rdk.fr_thiazole	rdk.TPSA	rdk.EState_VSA8	rdk.PEOE_VSA14	rdk.PEOE_VSA13	rdk.PEOE_VSA12	rdk.PEOE_VSA11	rdk.PEOE_VSA10	rdk.BalabanJ	rdk.fr_lactone	rdk.EState_VSA10	rdk.EState_VSA11	rdk.HeavyAtomMolWt	rdk.fr_nitro_arom	rdk.Chi0	rdk.Chi1	rdk.MolLogP	rdk.fr_nitro	rdk.fr_Al_OH	rdk.fr_azo	rdk.fr_C_O	rdk.fr_ether	rdk.fr_phenol_noOrthoHbond	rdk.fr_alkyl_halide	rdk.NumValenceElectrons	rdk.fr_aryl_methyl	rdk.fr_Ndealkylation2	rdk.fr_term_acetylene	rdk.HallKierAlpha	rdk.fr_C_S	rdk.fr_thiocyan	rdk.fr_ketone_Topliss	rdk.VSA_EState4	rdk.VSA_EState5	rdk.VSA_EState6	rdk.VSA_EState7	rdk.VSA_EState1	rdk.VSA_EState2	rdk.VSA_EState3	rdk.fr_HOCCN	rdk.fr_NH2	rdk.SlogP_VSA12	rdk.EState_VSA9	rdk.SlogP_VSA10	rdk.SlogP_VSA11	rdk.fr_COO	rdk.NHOHCount	rdk.fr_unbrch_alkane	rdk.fr_methoxy	rdk.fr_thiophene	rdk.SlogP_VSA8	rdk.SlogP_VSA9	rdk.SlogP_VSA4	rdk.SlogP_VSA5	rdk.SlogP_VSA6	rdk.SlogP_VSA7	rdk.SlogP_VSA1	rdk.SlogP_VSA2	rdk.SlogP_VSA3	rdk.NumRadicalElectrons	rdk.fr_piperzine	rdk.fr_nitrile	rdk.NumHeteroatoms	rdk.fr_NH1	rdk.fr_NH0	rdk.BertzCT	rdk.LabuteASA	rdk.fr_amide	rdk.Chi3n	rdk.fr_imidazole	rdk.SMR_VSA3	rdk.SMR_VSA2	rdk.SMR_VSA1	rdk.Kappa1	rdk.SMR_VSA6	rdk.Kappa3	rdk.Kappa2	rdk.EState_VSA6	rdk.Chi3v	rdk.SMR_VSA9	rdk.SMR_VSA8	rdk.EState_VSA2	rdk.EState_VSA3	rdk.fr_Ndealkylation1	rdk.EState_VSA1	rdk.fr_ketone	rdk.SMR_VSA5	rdk.Ipc	rdk.fr_diazo	rdk.SMR_VSA4	rdk.fr_Ar_N	rdk.fr_Nhpyrrole	rdk.EState_VSA7	rdk.fr_ester	rdk.EState_VSA4	rdk.NumHDonors	rdk.fr_prisulfonamd	rdk.fr_oxime	rdk.EState_VSA5	rdk.fr_isocyan	rdk.Chi2n	rdk.Chi2v	rdk.HeavyAtomCount	rdk.fr_azide	rdk.NumHAcceptors	rdk.fr_lactam	rdk.fr_allylic_oxid	rdk.VSA_EState8	rdk.fr_oxazole	rdk.VSA_EState9	rdk.fr_piperdine	rdk.fr_Ar_OH	rdk.fr_sulfide	rdk.fr_alkyl_carbamate	rdk.NOCount	rdk.Chi1n	rdk.PEOE_VSA8	rdk.PEOE_VSA7	rdk.PEOE_VSA6	rdk.PEOE_VSA5	rdk.PEOE_VSA4	rdk.PEOE_VSA3	rdk.PEOE_VSA2	rdk.PEOE_VSA1	rdk.fr_imide	rdk.Chi1v	rdk.fr_Al_OH_noTert	rdk.fr_epoxide	rdk.fr_hdrzone	rdk.fr_isothiocyan	rdk.fr_bicyclic	rdk.Chi0n	rdk.fr_phenol	rdk.MolMR	rdk.PEOE_VSA9	rdk.fr_aldehyde	rdk.fr_pyridine	rdk.fr_tetrazole	rdk.RingCount	rdk.fr_nitro_arom_nonortho	rdk.Chi0v	rdk.fr_ArN	rdk.NumRotatableBonds	BioActivity_1	c#BioActivity
CC(=O)OC1CCC2(C)C(=CC[C@@H]3[C@@H]2CCC2(C)[C@H]3CC[C@]2(O)C(C)=O)C1	LEO154237A	LEO154237A	CC(=O)OC1CCC2(C)C(=CC[C@@H]3[C@@H]2CCC2(C)[C@H]3CC[C@]2(O)C(C)=O)C1	2.000	7.557	0.000	0.000	7.557	11.753	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.649	0.000	0.000	374.521	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	63.600	19.923	5.969	0.000	0.000	5.783	11.705	1.612	0.000	14.696	0.000	340.249	0.000	19.613	12.616	4.201	0.000	1.000	0.000	2.000	1.000	0.000	0.000	150.000	0.000	0.000	0.000	-1.160	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.737	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	28.584	79.062	11.649	0.000	0.000	28.564	14.326	0.000	0.000	0.000	4.000	0.000	0.000	696.492	162.286	0.000	9.125	0.000	0.000	0.000	19.432	19.169	0.000	2.582	6.169	6.924	9.125	0.000	0.000	28.686	24.175	0.000	5.601	1.000	90.767	1103318.125	0.000	28.584	0.000	0.000	0.000	1.000	44.946	1.000	0.000	0.000	12.497	0.000	10.145	10.145	27.000	0.000	4.000	0.000	1.000	0.000	0.000	59.583	0.000	0.000	0.000	0.000	4.000	10.718	18.760	75.038	25.497	0.000	0.000	0.000	9.589	9.843	0.000	10.718	0.000	0.000	0.000	0.000	5.000	17.216	0.000	102.888	0.000	0.000	0.000	0.000	4.000	0.000	17.216	0.000	3.000	Inactive	Inactive
NC(CSCCCO)C(=O)O	PF2591A	PF2591A	NC(CSCCCO)C(=O)O	0.000	1.345	0.000	0.000	0.448	17.731	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	179.241	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.448	0.000	0.000	0.000	0.000	83.550	0.000	5.969	0.000	0.000	0.000	6.042	3.172	0.000	4.795	0.000	166.137	0.000	8.690	5.181	-0.486	0.000	1.000	0.000	1.000	0.000	0.000	0.000	66.000	0.000	0.000	0.000	-0.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	11.762	15.947	0.000	0.000	1.000	4.000	2.000	0.000	0.000	0.000	0.000	0.000	6.421	0.000	0.000	5.734	40.337	4.795	0.000	0.000	0.000	5.000	0.000	0.000	120.395	69.777	0.000	1.061	0.000	0.000	0.000	15.008	10.740	18.113	6.151	6.450	0.000	2.234	0.000	0.000	6.607	12.174	0.000	12.011	0.000	12.463	226.847	0.000	5.734	0.000	0.000	0.000	0.000	5.753	3.000	0.000	0.000	11.762	0.000	2.097	3.247	11.000	0.000	4.000	0.000	0.000	0.000	0.000	32.385	0.000	0.000	1.000	0.000	4.000	3.352	12.360	12.174	0.000	0.000	11.762	0.000	4.795	15.947	0.000	4.506	1.000	0.000	0.000	0.000	0.000	6.194	0.000	44.639	0.000	0.000	0.000	0.000	0.000	0.000	7.011	0.000	6.000	Inactive	Inactive
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	LEO153276A	LEO153276A	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	1.000	1.848	0.000	0.000	1.848	11.753	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	71.288	0.000	0.000	254.285	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	54.370	0.000	5.969	0.000	0.000	5.783	0.000	2.340	0.000	9.589	0.000	240.173	0.000	13.828	9.092	3.106	0.000	0.000	0.000	2.000	0.000	0.000	0.000	96.000	0.000	0.000	0.000	-2.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.107	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	34.327	54.597	0.000	0.000	16.859	4.795	0.000	0.000	0.000	3.000	0.000	0.000	602.401	111.066	0.000	3.055	0.000	0.000	0.000	14.696	13.022	0.000	2.881	5.482	55.455	3.055	0.000	0.000	5.783	16.690	0.000	11.887	1.000	12.842	22591.316	0.000	0.000	0.000	0.000	6.066	0.000	0.000	1.000	0.000	0.000	0.000	0.000	4.381	4.381	19.000	0.000	2.000	0.000	0.000	0.000	0.000	49.667	0.000	0.000	0.000	0.000	3.000	6.019	11.127	18.554	48.531	0.000	0.000	0.000	9.589	5.107	0.000	6.019	0.000	0.000	0.000	0.000	0.000	10.537	0.000	72.367	5.918	0.000	0.000	0.000	2.000	0.000	10.537	0.000	4.000	Inactive	Inactive
COC(=O)c1ccc(C(Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)cc1	LEO130146A	LEO130146A	COC(=O)c1ccc(C(Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)cc1	2.000	3.769	0.000	0.000	3.769	22.779	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	89.871	0.000	0.000	515.463	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82.450	9.836	18.053	0.000	0.000	0.000	17.671	1.646	0.000	27.151	0.000	494.295	0.000	26.742	17.562	5.138	0.000	0.000	0.000	2.000	2.000	0.000	3.000	192.000	0.000	0.000	0.000	-4.410	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.737	17.562	5.750	0.000	1.000	0.000	1.000	0.000	16.590	0.000	5.817	28.949	72.927	0.000	10.054	40.985	9.531	0.000	0.000	0.000	11.000	1.000	2.000	1416.788	208.151	1.000	5.604	0.000	15.097	0.000	36.624	25.676	7.110	5.711	10.293	41.210	5.604	11.437	0.000	11.381	27.903	0.000	30.199	0.000	25.246	170153664.000	0.000	0.000	2.000	0.000	5.317	1.000	0.000	1.000	0.000	0.000	50.432	0.000	8.165	8.165	37.000	0.000	6.000	0.000	0.000	53.556	0.000	53.861	0.000	0.000	0.000	0.000	7.000	11.029	5.386	67.084	12.133	0.000	18.270	13.867	4.795	14.791	0.000	11.029	0.000	0.000	0.000	0.000	1.000	19.622	0.000	125.838	36.116	0.000	0.000	0.000	4.000	0.000	19.622	0.000	10.000	Active	Active
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	ZZA31305B	ZZA31305B	Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	1.000	3.668	0.000	0.000	3.668	16.686	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	53.741	0.000	0.000	293.370	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.820	33.299	0.000	0.000	0.000	5.783	5.824	1.768	0.000	4.795	0.000	274.218	0.000	15.267	10.665	3.129	0.000	0.000	0.000	1.000	0.000	0.000	0.000	112.000	2.000	0.000	0.000	-2.360	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.903	0.000	12.842	28.297	36.659	0.000	0.000	19.901	20.013	0.000	0.000	0.000	4.000	0.000	3.000	871.720	128.938	0.000	4.916	1.000	14.118	0.000	4.795	13.313	0.000	1.832	4.834	6.197	4.916	0.000	0.000	11.701	0.000	0.000	0.000	1.000	26.310	209851.391	0.000	12.966	3.000	0.000	25.253	0.000	41.677	0.000	0.000	0.000	5.694	0.000	6.125	6.125	22.000	0.000	4.000	0.000	0.000	4.264	0.000	41.569	0.000	0.000	0.000	0.000	4.000	7.748	54.064	25.832	18.199	0.000	0.000	4.984	4.795	9.134	0.000	7.748	0.000	0.000	0.000	0.000	3.000	12.913	0.000	86.024	0.000	0.000	0.000	0.000	4.000	0.000	12.913	0.000	2.000	Inactive	Inactive
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC2(O)CCCCC2)C[C@@H](O)C[C@@H]1O	MC1176A	MC1176A	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC2(O)CCCCC2)C[C@@H](O)C[C@@H]1O	0.000	8.093	0.000	0.000	8.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.450	0.000	0.000	456.711	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	60.690	32.578	0.000	0.000	0.000	0.000	0.000	1.389	0.000	15.320	0.000	408.327	0.000	23.640	15.717	6.629	0.000	3.000	0.000	0.000	0.000	0.000	0.000	186.000	0.000	0.000	0.000	-0.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	23.169	110.160	35.450	0.000	0.000	33.129	0.000	0.000	0.000	0.000	3.000	0.000	0.000	758.503	201.613	0.000	10.075	0.000	0.000	0.000	15.320	25.201	0.000	5.516	10.380	5.573	10.075	0.000	0.000	5.601	30.092	0.000	12.208	0.000	127.969	25064842.000	0.000	23.169	0.000	0.000	0.000	0.000	42.747	3.000	0.000	0.000	57.787	0.000	12.318	12.318	33.000	0.000	3.000	0.000	3.000	0.000	0.000	65.667	0.000	0.000	0.000	0.000	3.000	13.890	6.421	92.102	70.256	0.000	0.000	0.000	0.000	15.320	0.000	13.890	2.000	0.000	0.000	0.000	1.000	21.197	0.000	135.775	17.809	0.000	0.000	0.000	4.000	0.000	21.197	0.000	6.000	Active	Active
COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1	LEO153230A	LEO153230A	COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1	1.000	2.803	0.000	0.000	2.666	33.948	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.791	0.000	0.000	365.454	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	4.915	0.000	0.000	0.000	0.000	61.550	0.000	5.969	0.000	0.000	0.000	16.488	1.768	0.000	4.795	0.000	346.302	0.000	18.681	12.474	4.192	0.000	0.000	0.000	1.000	2.000	0.000	0.000	132.000	0.000	0.000	0.000	-2.920	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	12.218	27.425	0.000	11.499	0.000	2.000	0.000	1.000	0.000	10.772	0.000	0.000	23.969	60.664	0.000	15.207	18.068	4.795	0.000	0.000	0.000	5.000	0.000	0.000	966.657	157.082	0.000	4.282	0.000	0.000	0.000	14.268	17.889	7.110	3.835	7.537	31.375	4.518	11.499	0.000	5.969	10.738	0.000	5.918	0.000	12.842	786939.750	0.000	5.734	0.000	0.000	43.322	1.000	27.649	1.000	0.000	0.000	0.000	0.000	6.004	6.444	26.000	0.000	4.000	0.000	0.000	0.000	0.000	55.418	0.000	0.000	0.000	0.000	4.000	8.170	5.563	59.658	36.483	0.000	0.000	0.000	4.795	15.207	0.000	8.578	0.000	0.000	0.000	0.000	1.000	14.561	0.000	106.879	13.028	0.000	0.000	0.000	3.000	0.000	15.378	0.000	6.000	Inactive	Inactive
Cc1ccc([C@H](Oc2ccc(C(=O)NC3CCOCC3)nc2)[C@H](C)NC(=O)C2CCC(=O)O2)cc1	LEO131952A	LEO131952A	Cc1ccc([C@H](Oc2ccc(C(=O)NC3CCOCC3)nc2)[C@H](C)NC(=O)C2CCC(=O)O2)cc1	3.000	4.150	0.000	0.000	4.150	17.784	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	59.416	0.000	0.000	481.549	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	115.850	15.618	5.969	11.814	0.000	6.104	17.547	1.439	1.000	14.384	0.000	450.301	0.000	24.786	16.885	2.629	0.000	0.000	0.000	3.000	3.000	0.000	0.000	186.000	1.000	0.000	0.000	-3.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14.211	0.000	5.750	0.000	2.000	0.000	0.000	0.000	0.000	0.000	6.924	60.326	42.595	0.000	15.370	54.169	19.063	0.000	0.000	0.000	9.000	2.000	1.000	1034.058	204.096	2.000	6.195	0.000	15.618	0.000	28.594	24.658	13.214	6.568	11.311	12.133	6.195	5.750	0.000	30.246	31.078	0.000	18.250	0.000	63.822	94251008.000	0.000	0.000	1.000	0.000	38.113	1.000	23.969	2.000	0.000	0.000	6.197	0.000	9.003	9.003	35.000	0.000	7.000	0.000	0.000	0.000	0.000	83.500	0.000	0.000	0.000	0.000	9.000	11.966	32.097	44.385	29.829	0.000	0.000	4.984	14.384	24.844	0.000	11.966	0.000	0.000	0.000	0.000	0.000	19.990	0.000	126.811	12.239	0.000	1.000	0.000	4.000	0.000	19.990	0.000	10.000	Inactive	Inactive
O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12	LEO132693A	LEO132693A	O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12	0.000	1.459	0.000	0.000	1.459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	146.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	58.920	0.000	0.000	0.000	0.000	0.000	24.416	2.092	0.000	0.000	0.000	136.062	0.000	7.138	4.788	-1.494	0.000	2.000	0.000	0.000	2.000	0.000	0.000	58.000	0.000	0.000	0.000	-0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.687	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	47.843	9.474	0.000	0.000	0.000	4.000	0.000	0.000	121.710	58.368	0.000	2.001	0.000	0.000	0.000	19.687	6.544	13.214	0.769	2.166	0.000	2.001	0.000	0.000	25.422	0.000	0.000	12.208	0.000	24.416	339.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	2.731	2.731	10.000	0.000	4.000	0.000	0.000	0.000	0.000	27.333	0.000	0.000	0.000	0.000	4.000	3.382	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.687	0.000	3.382	2.000	0.000	0.000	0.000	1.000	5.435	0.000	31.494	13.214	0.000	0.000	0.000	2.000	0.000	5.435	0.000	0.000	Inactive	Inactive
C[C@@]1(O)CCOC(=O)C1	LEO154575A	LEO154575A	C[C@@]1(O)CCOC(=O)C1	1.000	0.835	0.000	0.000	0.835	5.969	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	130.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	46.530	4.737	5.969	0.000	0.000	0.000	0.000	2.507	1.000	9.901	0.000	120.063	0.000	6.906	4.101	0.074	0.000	1.000	0.000	1.000	1.000	0.000	0.000	52.000	0.000	0.000	0.000	-0.570	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	19.765	0.000	0.000	0.000	23.284	9.531	0.000	0.000	0.000	3.000	0.000	0.000	128.265	53.627	0.000	1.429	0.000	0.000	0.000	14.638	6.549	6.607	1.677	1.988	6.924	1.429	0.000	0.000	12.390	13.028	0.000	5.601	0.000	25.366	80.135	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	2.644	2.644	9.000	0.000	3.000	0.000	0.000	0.000	0.000	25.917	0.000	0.000	0.000	0.000	3.000	2.981	6.421	6.924	0.000	0.000	0.000	0.000	4.795	9.843	0.000	2.981	0.000	0.000	0.000	0.000	0.000	5.385	0.000	30.817	18.629	0.000	0.000	0.000	1.000	0.000	5.385	0.000	0.000	Inactive	Inactive
CCCC(NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC	NN7878B	NN7878B	CCCC(NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC	2.000	4.395	0.000	0.000	4.395	17.846	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	368.474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	95.940	5.317	11.939	0.000	5.907	0.000	12.084	2.104	0.000	19.490	0.000	336.218	0.000	19.267	12.400	1.941	0.000	0.000	0.000	3.000	1.000	0.000	0.000	148.000	0.000	1.000	0.000	-1.630	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.737	0.000	0.000	1.000	2.000	0.000	0.000	0.000	0.000	0.000	5.918	65.717	0.000	0.000	5.317	58.626	19.120	0.000	0.000	0.000	7.000	1.000	1.000	524.059	154.999	1.000	5.598	0.000	10.217	0.000	24.227	20.679	6.607	4.553	9.348	18.747	5.598	0.000	0.000	23.836	19.449	0.000	24.095	0.000	89.884	612196.688	0.000	5.918	0.000	0.000	6.924	1.000	32.104	2.000	0.000	0.000	0.000	0.000	7.429	7.429	26.000	0.000	5.000	0.000	0.000	0.000	0.000	64.667	0.000	0.000	0.000	0.000	7.000	9.878	6.042	45.449	26.186	0.000	0.000	4.795	14.906	14.743	0.000	9.878	0.000	0.000	0.000	0.000	1.000	16.071	0.000	96.560	12.649	0.000	0.000	0.000	2.000	0.000	16.071	0.000	10.000	Inactive	Inactive
CCOC(=O)C1=C(C)N=c2s/c(=C3\C(=O)N(CC)c4ccccc43)c(=O)n2C1c1cccc([N+](=O)[O-])c1	LEO80067A	LEO80067A	CCOC(=O)C1=C(C)N=c2s/c(=C3\C(=O)N(CC)c4ccccc43)c(=O)n2C1c1cccc([N+](=O)[O-])c1	2.000	5.916	0.000	0.000	4.779	40.161	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.730	0.000	0.000	518.551	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	1.058	2.000	0.000	0.000	1.000	124.110	4.992	5.969	17.154	0.000	4.801	4.532	1.835	0.000	24.498	0.000	496.375	1.000	26.430	17.777	2.443	1.000	0.000	0.000	2.000	1.000	0.000	0.000	188.000	0.000	0.000	0.000	-4.380	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.337	4.737	11.375	0.000	0.000	0.000	0.000	0.000	0.000	5.573	0.000	10.114	37.940	69.588	0.000	19.793	34.519	14.326	0.000	0.000	0.000	11.000	0.000	4.000	1699.957	214.145	1.000	6.356	0.000	4.567	0.000	19.249	24.320	18.052	3.784	9.248	36.946	7.409	0.000	0.000	38.681	23.369	1.000	22.494	0.000	26.813	254257856.000	0.000	4.992	1.000	0.000	19.056	1.000	17.024	0.000	0.000	0.000	22.766	0.000	8.416	9.394	37.000	0.000	9.000	0.000	1.000	1.524	0.000	93.085	0.000	0.000	0.000	0.000	10.000	11.659	24.241	32.401	41.669	0.000	0.000	9.787	24.270	9.637	0.000	12.475	0.000	0.000	0.000	0.000	2.000	20.257	0.000	136.907	40.103	0.000	0.000	0.000	5.000	1.000	21.073	0.000	6.000	Inactive	Inactive
Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1	LEO153216A	LEO153216A	Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1	0.000	3.841	0.000	0.000	3.841	10.903	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	64.607	0.000	0.000	319.452	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.060	58.754	0.000	0.000	0.000	0.000	0.000	1.727	0.000	0.000	0.000	294.252	0.000	16.681	11.614	3.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	124.000	4.000	0.000	0.000	-2.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.903	0.000	13.847	28.078	36.529	0.000	0.000	28.043	25.931	0.000	0.000	0.000	3.000	0.000	3.000	874.230	143.482	0.000	5.197	0.000	14.451	0.000	0.000	15.401	13.592	2.734	6.061	0.000	5.197	0.000	0.000	0.000	0.000	1.000	0.000	0.000	39.779	466334.094	0.000	0.000	2.000	0.000	13.121	0.000	38.170	0.000	0.000	0.000	33.287	0.000	7.143	7.143	24.000	0.000	3.000	0.000	0.000	2.553	0.000	41.614	0.000	0.000	0.000	0.000	3.000	8.823	54.543	56.642	17.696	0.000	0.000	0.000	4.984	9.467	0.000	8.823	0.000	0.000	0.000	0.000	3.000	14.841	0.000	99.391	0.000	0.000	1.000	0.000	4.000	0.000	14.841	0.000	3.000	Inactive	Inactive
CC(=O)Nc1ccccc1NC(=O)c1cc(C)cc(C)c1	LEO154535A	LEO154535A	CC(=O)Nc1ccccc1NC(=O)c1cc(C)cc(C)c1	2.000	2.191	0.000	0.000	2.191	23.189	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	59.155	0.000	0.000	282.343	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	58.200	10.634	0.000	5.907	5.907	0.000	0.000	2.250	0.000	9.589	0.000	264.199	0.000	15.405	9.952	3.514	0.000	0.000	0.000	2.000	0.000	0.000	0.000	108.000	2.000	0.000	0.000	-2.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.375	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	13.847	28.409	42.465	0.000	10.634	11.814	4.795	0.000	0.000	0.000	4.000	2.000	0.000	672.690	123.736	2.000	2.970	0.000	0.000	0.000	9.589	14.782	10.634	3.921	6.220	18.199	2.970	0.000	0.000	11.814	16.938	0.000	0.000	0.000	20.771	43241.402	0.000	0.000	0.000	0.000	38.113	0.000	11.127	2.000	0.000	0.000	6.924	0.000	5.057	5.057	21.000	0.000	2.000	0.000	0.000	0.000	0.000	50.667	0.000	0.000	0.000	0.000	4.000	6.718	12.487	38.113	29.326	0.000	0.000	0.000	9.589	10.634	0.000	6.718	0.000	0.000	0.000	0.000	0.000	12.358	0.000	84.615	11.375	0.000	0.000	0.000	2.000	0.000	12.358	0.000	5.000	Inactive	Inactive
